ID,plan_start_date,plan_end_date,plan_id,Price,period,next_start,plan_duration,daily_price,days_in_plan
6536383,27/05/21,27/05/22,Standard,$4999,yearly,,365,13.69589041,365
6536526,16/10/22,15/01/23,Basic,$1574.25,quarterly,,91,17.29945055,91
6537375,21/06/22,20/09/22,Basic,$699,quarterly,07/10/22,91,7.681318681,91
6537375,07/10/22,06/01/23,Basic,$2099,quarterly,,91,23.06593407,91
6538172,09/02/22,11/05/22,Basic,$699,quarterly,29/05/22,91,7.681318681,91
6538172,29/05/22,29/08/22,Basic,$699,quarterly,,92,7.597826087,92
6538919,28/07/21,28/07/22,Standard,$4999,yearly,,365,13.69589041,365
6538934,05/06/22,04/09/22,Basic,$699,quarterly,,91,7.681318681,91
6539364,05/08/22,04/11/22,Standard,$2999,quarterly,,91,32.95604396,91
6540764,01/07/21,01/07/22,Standard,$4999,yearly,,365,13.69589041,365
6541920,17/04/21,17/04/22,Standard,$4999,yearly,19/04/22,365,13.69589041,365
6541920,19/04/22,19/04/23,Standard,$6999,yearly,,365,19.17534247,333
6542452,03/11/21,03/11/22,Standard,$6999,yearly,04/11/22,365,19.17534247,365
6542452,04/11/22,04/11/23,Standard,$8999.25,yearly,,365,24.65547945,134
6544097,10/02/22,12/05/22,Basic,$699,quarterly,,91,7.681318681,91
6545427,24/05/22,24/05/23,Standard,$6999,yearly,,365,19.17534247,298
6545462,13/05/21,13/05/22,Standard,$4999,yearly,,365,13.69589041,365
6546223,13/07/22,12/10/22,Standard,$2999,quarterly,,91,32.95604396,91
6546484,08/06/21,08/06/22,Standard,$4999,yearly,05/06/22,365,13.69589041,361
6546484,05/06/22,08/06/23,Standard,$6999,yearly,,368,19.01902174,286
6546619,26/04/22,26/07/22,Basic,$699,quarterly,29/05/22,91,7.681318681,32
6546619,29/05/22,29/05/23,Standard,$6999,yearly,,365,19.17534247,293
6546721,04/08/22,07/11/22,Premium,$10499,quarterly,,95,110.5157895,95
6547062,28/06/21,28/06/22,Standard,$4999,yearly,06/07/22,365,13.69589041,365
6547062,06/07/22,05/10/22,Standard,$3499,quarterly,05/10/22,91,38.45054945,90
6547062,05/10/22,04/01/23,Standard,$3999,quarterly,06/01/23,91,43.94505495,91
6547062,06/01/23,07/04/23,Standard,$3199,quarterly,,91,35.15384615,71
6547413,03/09/21,03/09/22,Standard,$4999,yearly,,365,13.69589041,365
6548092,13/04/22,13/07/22,Basic,$699,quarterly,,91,7.681318681,91
6549380,24/10/21,23/01/22,Standard,$2499,quarterly,,91,27.46153846,91
6549819,24/04/21,24/04/22,Standard,$4999,yearly,,365,13.69589041,365
6549978,31/05/22,30/08/22,Standard,$2499,quarterly,,91,27.46153846,91
6550324,01/03/22,31/05/22,Standard,$2499,quarterly,11/06/22,91,27.46153846,91
6550324,11/06/22,10/09/22,Standard,$2499,quarterly,15/11/22,91,27.46153846,91
6550324,15/11/22,14/02/23,Basic,$1599,quarterly,25/12/22,91,17.57142857,39
6550324,25/12/22,26/03/23,Premium,$5999.4,quarterly,,91,65.92747253,83
6550953,16/06/22,15/09/22,Basic,$699,quarterly,,91,7.681318681,91
6551009,06/11/22,05/02/23,Basic,$1574.25,quarterly,,91,17.29945055,91
6551201,27/01/22,28/04/22,Basic,$699,quarterly,,91,7.681318681,91
6551255,19/08/21,19/08/22,Standard,$4999,yearly,,365,13.69589041,365
6551404,18/07/22,17/10/22,Basic,$1299,quarterly,28/10/22,91,14.27472527,91
6551404,28/10/22,27/01/23,Basic,$1574.25,quarterly,,91,17.29945055,91
6552187,28/10/21,28/10/22,Standard,$6999,yearly,,365,19.17534247,365
6552507,26/12/21,27/03/22,Basic,$699,quarterly,,91,7.681318681,91
6553012,19/06/21,19/06/22,Standard,$4999,yearly,26/07/22,365,13.69589041,365
6553012,26/07/22,26/07/23,Standard,$8999,yearly,,365,24.65479452,235
6553157,28/09/21,28/09/22,Standard,$6999,yearly,21/10/22,365,19.17534247,365
6553157,21/10/22,21/10/23,Standard,$8999.25,yearly,,365,24.65547945,148
6553595,05/03/22,05/03/23,Basic,$1999,yearly,,365,5.476712329,365
6554886,01/08/21,01/08/22,Standard,$4999,yearly,,365,13.69589041,365
6555417,31/12/21,01/04/22,Basic,$699,quarterly,08/07/22,91,7.681318681,91
6555417,08/07/22,07/10/22,Basic,$799,quarterly,07/10/22,91,8.78021978,90
6555417,07/10/22,06/01/23,Standard,$2999.25,quarterly,05/01/23,91,32.95879121,89
6555417,05/01/23,06/04/23,Basic,$1599,quarterly,,91,17.57142857,72
6556470,07/01/22,08/04/22,Basic,$699,quarterly,,91,7.681318681,91
6557148,22/11/21,21/02/22,Standard,$2499,quarterly,,91,27.46153846,91
6557322,13/06/21,13/06/22,Standard,$4999,yearly,24/06/22,365,13.69589041,365
6557322,24/06/22,24/06/23,Standard,$6999,yearly,,365,19.17534247,267
6557412,27/01/22,27/01/23,Basic,$1999,yearly,,365,5.476712329,365
6558522,03/04/21,03/04/22,Standard,$4999,yearly,28/03/22,365,13.69589041,358
6558522,28/03/22,28/03/23,Standard,$6999,yearly,,365,19.17534247,355
6558912,05/07/21,05/07/22,Standard,$4999,yearly,,365,13.69589041,365
6559006,07/01/22,08/04/22,Basic,$699,quarterly,10/04/22,91,7.681318681,91
6559006,10/04/22,10/04/23,Basic,$1999,yearly,,365,5.476712329,342
6563439,12/02/22,14/05/22,Basic,$699,quarterly,,91,7.681318681,91
6564383,21/09/21,21/12/21,Standard,$2499,quarterly,21/12/21,91,27.46153846,90
6564383,21/12/21,22/03/22,Standard,$2499,quarterly,27/06/22,91,27.46153846,91
6564383,27/06/22,26/09/22,Standard,$2499,quarterly,28/11/22,91,27.46153846,91
6564383,28/11/22,28/11/23,Standard,$4499.5,yearly,,365,12.32739726,110
6564457,24/06/21,24/06/22,Standard,$4999,yearly,,365,13.69589041,365
6564839,28/08/21,28/08/22,Standard,$4999,yearly,,365,13.69589041,365
6565673,05/07/22,04/10/22,Basic,$799,quarterly,,91,8.78021978,91
6574966,15/05/22,14/08/22,Basic,$699,quarterly,,91,7.681318681,91
6575287,10/11/22,09/02/23,Basic,$1599,quarterly,,91,17.57142857,91
6576142,17/02/22,19/05/22,Standard,$2499,quarterly,,91,27.46153846,91
6576200,26/09/21,26/09/22,Standard,$6999,yearly,,365,19.17534247,365
6576526,24/05/22,24/05/23,Basic,$1999,yearly,,365,5.476712329,298
6577289,15/03/22,14/06/22,Basic,$699,quarterly,,91,7.681318681,91
6578355,20/07/22,19/10/22,Basic,$1299,quarterly,,91,14.27472527,91
6578757,13/01/22,13/01/23,Basic,$1999,yearly,,365,5.476712329,365
6578779,23/04/21,23/04/22,Standard,$4999,yearly,,365,13.69589041,365
6579217,09/03/22,09/03/23,Standard,$6999,yearly,,365,19.17534247,365
6581508,03/07/21,03/07/22,Standard,$4999,yearly,,365,13.69589041,365
6584532,04/08/21,04/08/22,Standard,$4999,yearly,,365,13.69589041,365
6584647,02/04/22,02/04/23,Standard,$6999,yearly,,365,19.17534247,350
6584834,01/12/21,01/12/22,Standard,$6999,yearly,02/12/22,365,19.17534247,365
6584834,02/12/22,02/12/23,Standard,$8999,yearly,,365,24.65479452,106
6587100,29/07/21,29/07/22,Standard,$4999,yearly,,365,13.69589041,365
6589356,29/01/22,30/04/22,Basic,$699,quarterly,,91,7.681318681,91
6589751,01/04/22,01/04/23,Standard,$6999,yearly,,365,19.17534247,351
6589778,14/01/23,15/04/23,Basic,$1599,quarterly,,91,17.57142857,63
6590099,18/01/23,19/04/23,Premium,$9999,quarterly,,91,109.8791209,59
6590121,19/04/21,19/04/22,Standard,$4999,yearly,,365,13.69589041,365
6590281,30/12/21,31/03/22,Basic,$699,quarterly,,91,7.681318681,91
6590373,31/03/22,31/03/23,Standard,$6999,yearly,,365,19.17534247,352
6590653,26/07/22,25/10/22,Basic,$1299,quarterly,,91,14.27472527,91
6591270,18/04/22,18/04/23,Standard,$6999,yearly,,365,19.17534247,334
6591417,12/01/23,13/04/23,Basic,$1599,quarterly,,91,17.57142857,65
6592022,11/02/22,13/05/22,Standard,$2499,quarterly,14/05/22,91,27.46153846,91
6592022,14/05/22,13/08/22,Standard,$2499,quarterly,13/08/22,91,27.46153846,90
6592022,13/08/22,12/11/22,Standard,$2999,quarterly,14/11/22,91,32.95604396,91
6592022,14/11/22,13/02/23,Standard,$3199,quarterly,,91,35.15384615,91
6593131,05/07/21,05/07/22,Standard,$4999,yearly,,365,13.69589041,365
6593399,02/12/22,03/03/23,Basic,$1599,quarterly,,91,17.57142857,91
6594704,01/04/22,01/04/23,Standard,$6999,yearly,,365,19.17534247,351
6597871,10/03/22,09/06/22,Basic,$699,quarterly,,91,7.681318681,91
6602063,22/07/21,22/07/22,Standard,$4999,yearly,24/09/22,365,13.69589041,365
6602063,24/09/22,24/12/22,Standard,$3999,quarterly,,91,43.94505495,91
6602527,16/04/21,16/04/22,Standard,$4999,yearly,,365,13.69589041,365
6620373,26/02/22,26/02/23,Basic,$1999,yearly,,365,5.476712329,365
6624190,17/04/22,17/07/22,Standard,$2499,quarterly,19/07/22,91,27.46153846,91
6624190,19/07/22,18/10/22,Standard,$2999,quarterly,20/10/22,91,32.95604396,91
6624190,20/10/22,19/01/23,Standard,$2999.25,quarterly,,91,32.95879121,91
6624578,10/04/22,10/07/22,Standard,$2499,quarterly,,91,27.46153846,91
6628532,01/01/22,02/04/22,Basic,$699,quarterly,,91,7.681318681,91
6632056,14/02/22,16/05/22,Basic,$699,quarterly,,91,7.681318681,91
6639494,21/01/22,22/04/22,Basic,$699,quarterly,12/11/22,91,7.681318681,91
6639494,12/11/22,11/02/23,Standard,$3199,quarterly,,91,35.15384615,91
6653102,05/09/22,05/12/22,Basic,$1299,quarterly,,91,14.27472527,91
6660793,28/04/22,28/07/22,Standard,$2499,quarterly,,91,27.46153846,91
6661476,01/10/21,31/12/21,Standard,$2499,quarterly,,91,27.46153846,91
6663743,25/03/22,24/06/22,Basic,$699,quarterly,,91,7.681318681,91
6665500,23/04/22,23/04/23,Standard,$6999,yearly,,365,19.17534247,329
6666011,10/02/22,10/02/23,Basic,$1999,yearly,,365,5.476712329,365
6667477,04/01/22,04/01/23,Standard,$6999,yearly,05/01/23,365,19.17534247,365
6667477,05/01/23,05/01/24,Standard,$8999,yearly,,365,24.65479452,72
6675651,06/04/22,06/07/22,Basic,$699,quarterly,,91,7.681318681,91
6685557,23/01/22,23/01/23,Basic,$1999,yearly,,365,5.476712329,365
6687377,05/04/21,05/04/22,Standard,$4999,yearly,24/03/22,365,13.69589041,352
6687377,24/03/22,24/03/23,Standard,$6999,yearly,,365,19.17534247,359
6694905,12/04/21,12/04/22,Standard,$4999,yearly,,365,13.69589041,365
6695018,25/11/22,24/02/23,Standard,$1599.5,quarterly,,91,17.57692308,91
6695203,03/09/22,03/12/22,Standard,$2999,quarterly,,91,32.95604396,91
6752408,23/07/21,23/07/22,Standard,$4999,yearly,,365,13.69589041,365
6763161,24/02/22,24/02/23,Basic,$1999,yearly,,365,5.476712329,365
6797442,21/03/22,20/06/22,Basic,$699,quarterly,,91,7.681318681,91
6842934,16/05/22,16/05/23,Basic,$1999,yearly,,365,5.476712329,306
6858815,24/02/22,26/05/22,Standard,$2499,quarterly,,91,27.46153846,91
6868943,14/06/21,14/06/22,Standard,$4999,yearly,,365,13.69589041,365
6877470,22/07/22,22/07/23,Standard,$8999,yearly,,365,24.65479452,239
6883051,25/10/21,25/10/22,Standard,$6999,yearly,,365,19.17534247,365
6910240,09/10/21,08/01/22,Standard,$2499,quarterly,,91,27.46153846,91
6928359,29/04/22,29/07/22,Standard,$2499,quarterly,,91,27.46153846,91
6929143,12/05/22,11/08/22,Basic,$699,quarterly,,91,7.681318681,91
6952705,16/12/21,17/03/22,Standard,$2499,quarterly,,91,27.46153846,91
7004605,21/06/21,21/06/22,Standard,$4999,yearly,,365,13.69589041,365
7060666,30/03/22,29/06/22,Standard,$2499,quarterly,29/06/22,91,27.46153846,90
7060666,29/06/22,28/09/22,Standard,$2499,quarterly,28/09/22,91,27.46153846,90
7060666,28/09/22,28/12/22,Standard,$3999,quarterly,06/01/23,91,43.94505495,91
7060666,06/01/23,07/04/23,Standard,$3199,quarterly,,91,35.15384615,71
7227278,31/03/22,31/03/23,Basic,$1999,yearly,,365,5.476712329,352
7228286,29/07/22,28/10/22,Basic,$1299,quarterly,,91,14.27472527,91
7316965,24/09/22,24/12/22,Basic,$2099,quarterly,,91,23.06593407,91
7319951,31/12/21,01/04/22,Basic,$699,quarterly,,91,7.681318681,91
7343192,03/06/21,03/06/22,Standard,$4999,yearly,,365,13.69589041,365
7353518,01/07/21,01/07/22,Standard,$4999,yearly,02/07/22,365,13.69589041,365
7353518,02/07/22,01/10/22,Standard,$3499,quarterly,01/10/22,91,38.45054945,90
7353518,01/10/22,31/12/22,Standard,$3999,quarterly,22/12/22,91,43.94505495,81
7353518,22/12/22,22/12/23,Standard,$5399.4,yearly,,365,14.79287671,86
7355881,10/08/21,10/08/22,Standard,$4999,yearly,28/11/22,365,13.69589041,365
7355881,28/11/22,28/11/23,Standard,$4499.5,yearly,,365,12.32739726,110
7356006,02/04/22,02/07/22,Standard,$2499,quarterly,14/12/22,91,27.46153846,91
7356006,14/12/22,14/12/23,Standard,$8999,yearly,,365,24.65479452,94
7383089,19/03/22,18/06/22,Basic,$699,quarterly,,91,7.681318681,91
7405990,29/05/21,29/05/22,Standard,$4999,yearly,,365,13.69589041,365
7417115,23/02/22,25/05/22,Basic,$699,quarterly,,91,7.681318681,91
7421185,31/03/22,31/03/23,Standard,$6999,yearly,,365,19.17534247,352
7443995,18/05/22,18/05/23,Standard,$6999,yearly,,365,19.17534247,304
7484831,05/03/22,05/03/23,Standard,$6999,yearly,,365,19.17534247,365
7514655,02/02/22,04/05/22,Standard,$2499,quarterly,12/09/22,91,27.46153846,91
7514655,12/09/22,12/12/22,Standard,$3999,quarterly,25/11/22,91,43.94505495,73
7514655,25/11/22,25/11/23,Standard,$4499.5,yearly,,365,12.32739726,113
7519676,05/05/22,04/08/22,Basic,$699,quarterly,05/06/22,91,7.681318681,30
7519676,05/06/22,04/09/22,Standard,$2499,quarterly,,91,27.46153846,91
7521871,08/04/21,08/04/22,Standard,$4999,yearly,23/12/22,365,13.69589041,365
7521871,23/12/22,24/03/23,Standard,$1919.4,quarterly,,91,21.09230769,85
7543265,14/03/22,14/03/23,Basic,$1999,yearly,,365,5.476712329,365
7552076,12/06/21,12/06/22,Standard,$4999,yearly,22/05/22,365,13.69589041,343
7552076,22/05/22,12/06/23,Standard,$6999,yearly,,386,18.13212435,300
7566614,11/01/23,12/04/23,Premium,$9999,quarterly,,91,109.8791209,66
7615887,24/11/21,23/02/22,Standard,$2499,quarterly,,91,27.46153846,91
7625758,14/06/22,13/09/22,Standard,$2499,quarterly,,91,27.46153846,91
7634137,17/06/21,17/06/22,Standard,$4999,yearly,,365,13.69589041,365
7642707,17/02/22,17/02/23,Basic,$1999,yearly,,365,5.476712329,365
7644344,20/01/23,20/01/24,Standard,$8999,yearly,,365,24.65479452,57
7644721,28/07/21,28/07/22,Standard,$4999,yearly,14/10/22,365,13.69589041,365
7644721,14/10/22,14/10/23,Basic,$4499.25,yearly,15/01/23,365,12.32671233,92
7644721,15/01/23,15/01/24,Standard,$8999,yearly,,365,24.65479452,62
7656256,20/06/22,19/09/22,Standard,$2499,quarterly,,91,27.46153846,91
7689753,10/02/22,10/02/23,Standard,$6999,yearly,,365,19.17534247,365
7709748,04/07/21,04/07/22,Standard,$4999,yearly,,365,13.69589041,365
7722344,07/05/21,07/05/22,Standard,$4999,yearly,26/12/22,365,13.69589041,365
7722344,26/12/22,25/12/23,Standard,$5399.4,yearly,,364,14.83351648,82
7723491,13/09/22,13/12/22,Standard,$3999,quarterly,,91,43.94505495,91
7819318,18/04/21,18/04/22,Standard,$4999,yearly,,365,13.69589041,365
7819779,17/07/22,16/10/22,Basic,$1299,quarterly,,91,14.27472527,91
7819785,01/09/21,01/09/22,Standard,$4999,yearly,01/09/22,365,13.69589041,364
7819785,01/09/22,01/09/23,Basic,$3999,yearly,,365,10.95616438,198
7823174,01/10/21,01/10/22,Standard,$6999,yearly,01/10/22,365,19.17534247,364
7823174,01/10/22,01/10/23,Standard,$11999,yearly,,365,32.8739726,168
7823284,27/05/22,26/08/22,Standard,$2499,quarterly,,91,27.46153846,91
7845574,21/02/22,23/05/22,Basic,$699,quarterly,05/06/22,91,7.681318681,91
7845574,05/06/22,04/09/22,Basic,$699,quarterly,,91,7.681318681,91
7847646,04/10/21,04/10/22,Standard,$6999,yearly,,365,19.17534247,365
7848505,02/12/21,03/03/22,Standard,$2499,quarterly,,91,27.46153846,91
7851614,17/04/22,17/07/22,Standard,$2499,quarterly,01/10/22,91,27.46153846,91
7851614,01/10/22,31/12/22,Basic,$1574.25,quarterly,,91,17.29945055,91
7851816,20/02/22,22/05/22,Basic,$699,quarterly,08/12/22,91,7.681318681,91
7851816,08/12/22,09/03/23,Basic,$1599,quarterly,,91,17.57142857,91
7853323,07/01/22,07/01/23,Standard,$6999,yearly,,365,19.17534247,365
7859145,16/05/21,16/05/22,Standard,$4999,yearly,21/05/22,365,13.69589041,365
7859145,21/05/22,21/05/23,Standard,$6999,yearly,,365,19.17534247,301
7860375,31/03/22,31/03/23,Basic,$1999,yearly,,365,5.476712329,352
7862152,30/03/22,30/03/23,Standard,$6999,yearly,,365,19.17534247,353
7862442,20/07/21,20/07/22,Standard,$4999,yearly,,365,13.69589041,365
7864768,14/07/21,14/07/22,Standard,$4999,yearly,15/07/22,365,13.69589041,365
7864768,15/07/22,14/10/22,Standard,$2999,quarterly,14/10/22,91,32.95604396,90
7864768,14/10/22,13/01/23,Standard,$2999.25,quarterly,24/11/22,91,32.95879121,40
7864768,24/11/22,23/02/23,Premium,$4999.5,quarterly,,91,54.93956044,91
7865181,31/01/22,02/05/22,Standard,$2499,quarterly,,91,27.46153846,91
7866399,09/05/21,09/05/22,Standard,$4999,yearly,,365,13.69589041,365
7867980,29/04/21,29/04/22,Standard,$4999,yearly,,365,13.69589041,365
7869982,17/04/21,17/04/22,Standard,$4999,yearly,,365,13.69589041,365
7873274,20/10/22,19/01/23,Standard,$2999.25,quarterly,,91,32.95879121,91
7873699,11/07/22,11/07/23,Standard,$8999,yearly,,365,24.65479452,250
7874322,16/09/22,16/12/22,Premium,$13999,quarterly,,91,153.8351648,91
7875925,01/03/22,01/03/23,Standard,$6999,yearly,,365,19.17534247,365
7879545,19/01/22,19/01/23,Basic,$1999,yearly,24/12/22,365,5.476712329,338
7879545,24/12/22,24/12/23,Standard,$5399.4,yearly,,365,14.79287671,84
7880248,25/07/21,25/07/22,Standard,$4999,yearly,,365,13.69589041,365
7880336,24/09/21,24/12/21,Standard,$2499,quarterly,08/10/22,91,27.46153846,91
7880336,08/10/22,07/01/23,Standard,$2999.25,quarterly,18/01/23,91,32.95879121,91
7880336,18/01/23,19/04/23,Premium,$9999,quarterly,,91,109.8791209,59
7880745,15/06/21,15/06/22,Standard,$4999,yearly,,365,13.69589041,365
7883954,11/05/21,11/05/22,Standard,$4999,yearly,02/09/22,365,13.69589041,365
7883954,02/09/22,02/09/23,Basic,$3999,yearly,,365,10.95616438,197
7883957,16/04/21,16/04/22,Standard,$4999,yearly,,365,13.69589041,365
7885788,12/07/21,12/07/22,Standard,$4999,yearly,,365,13.69589041,365
7886279,15/04/21,15/04/22,Standard,$4999,yearly,16/04/22,365,13.69589041,365
7886279,16/04/22,16/04/23,Standard,$6999,yearly,,365,19.17534247,336
7890389,24/06/21,24/06/22,Standard,$4999,yearly,,365,13.69589041,365
7894812,21/06/22,21/06/23,Standard,$6999,yearly,,365,19.17534247,270
7896398,16/02/22,16/02/23,Basic,$1999,yearly,,365,5.476712329,365
7897856,03/08/21,03/08/22,Standard,$4999,yearly,,365,13.69589041,365
7898613,03/05/22,03/05/23,Standard,$6999,yearly,,365,19.17534247,319
7899276,08/06/21,08/06/22,Standard,$4999,yearly,02/06/22,365,13.69589041,358
7899276,02/06/22,08/06/23,Standard,$6999,yearly,,371,18.86522911,289
7901607,21/07/22,20/10/22,Basic,$1299,quarterly,,91,14.27472527,91
7904452,19/07/21,19/07/22,Standard,$4999,yearly,,365,13.69589041,365
7907728,24/12/21,25/03/22,Standard,$2499,quarterly,22/09/22,91,27.46153846,91
7907728,22/09/22,22/09/23,Basic,$5999,yearly,11/01/23,365,16.43561644,110
7907728,11/01/23,11/01/24,Standard,$8999,yearly,,365,24.65479452,66
7907760,19/04/22,19/07/22,Basic,$699,quarterly,,91,7.681318681,91
7908762,15/10/21,15/10/22,Standard,$6999,yearly,,365,19.17534247,365
7911190,06/12/21,07/03/22,Standard,$2499,quarterly,,91,27.46153846,91
7912210,13/02/22,13/02/23,Basic,$1999,yearly,,365,5.476712329,365
7918082,19/04/22,19/07/22,Standard,$2499,quarterly,,91,27.46153846,91
7918747,31/05/22,30/08/22,Basic,$699,quarterly,,91,7.681318681,91
7920236,30/03/22,30/03/23,Basic,$1999,yearly,,365,5.476712329,353
7920547,29/06/22,28/09/22,Basic,$799,quarterly,30/06/22,91,8.78021978,0
7920547,30/06/22,29/09/22,Standard,$2499,quarterly,02/10/22,91,27.46153846,91
7920547,02/10/22,01/01/23,Standard,$3999,quarterly,,91,43.94505495,91
7925279,05/04/21,05/04/22,Standard,$4999,yearly,30/05/22,365,13.69589041,365
7925279,30/05/22,29/08/22,Basic,$699,quarterly,15/10/22,91,7.681318681,91
7925279,15/10/22,14/01/23,Basic,$1574.25,quarterly,16/01/23,91,17.29945055,91
7925279,16/01/23,17/04/23,Basic,$1599,quarterly,,91,17.57142857,61
7925288,06/06/21,06/06/22,Standard,$4999,yearly,,365,13.69589041,365
7926627,03/03/22,02/06/22,Basic,$699,quarterly,,91,7.681318681,91
7930333,12/02/22,12/02/23,Basic,$1999,yearly,,365,5.476712329,365
7930617,17/02/22,19/05/22,Standard,$2499,quarterly,23/05/22,91,27.46153846,91
7930617,23/05/22,22/08/22,Standard,$2499,quarterly,,91,27.46153846,91
7932561,31/01/22,02/05/22,Basic,$699,quarterly,01/09/22,91,7.681318681,91
7932561,01/09/22,01/12/22,Basic,$1299,quarterly,,91,14.27472527,91
7939232,25/05/22,24/08/22,Basic,$699,quarterly,,91,7.681318681,91
7939257,21/01/22,22/04/22,Standard,$2499,quarterly,,91,27.46153846,91
7942705,14/05/22,13/08/22,Standard,$2499,quarterly,,91,27.46153846,91
7944244,19/04/22,19/04/23,Standard,$6999,yearly,,365,19.17534247,333
7952458,16/07/21,16/07/22,Standard,$4999,yearly,,365,13.69589041,365
7955100,17/04/21,17/04/22,Standard,$4999,yearly,17/04/22,365,13.69589041,364
7955100,17/04/22,17/04/23,Standard,$6999,yearly,,365,19.17534247,335
7957256,07/05/21,07/05/22,Standard,$4999,yearly,19/05/22,365,13.69589041,365
7957256,19/05/22,19/05/23,Standard,$6999,yearly,,365,19.17534247,303
7957887,06/06/22,05/09/22,Basic,$699,quarterly,01/10/22,91,7.681318681,91
7957887,01/10/22,01/10/23,Basic,$4499.25,yearly,,365,12.32671233,168
7957995,05/02/22,07/05/22,Basic,$699,quarterly,,91,7.681318681,91
7959093,07/02/22,09/05/22,Basic,$699,quarterly,,91,7.681318681,91
7962763,18/04/21,18/04/22,Standard,$4999,yearly,,365,13.69589041,365
7963873,20/04/21,20/04/22,Standard,$4999,yearly,,365,13.69589041,365
7970062,20/11/21,19/02/22,Standard,$2499,quarterly,,91,27.46153846,91
7970154,28/08/22,27/11/22,Standard,$2999,quarterly,,91,32.95604396,91
7970511,24/10/22,24/10/23,Standard,$8999.25,yearly,,365,24.65547945,145
7976928,04/05/21,04/05/22,Standard,$4999,yearly,,365,13.69589041,365
7982342,19/11/22,19/11/23,Basic,$4499,yearly,28/11/22,365,12.3260274,8
7982342,28/11/22,28/11/23,Standard,$4499.5,yearly,,365,12.32739726,110
7982400,24/06/22,24/06/23,Standard,$6999,yearly,,365,19.17534247,267
7983496,04/05/21,04/05/22,Standard,$4999,yearly,,365,13.69589041,365
7988225,25/11/22,25/11/23,Standard,$4499.5,yearly,,365,12.32739726,113
7989648,07/04/21,07/04/22,Standard,$4999,yearly,,365,13.69589041,365
7989979,17/04/21,17/04/22,Standard,$4999,yearly,,365,13.69589041,365
7992505,17/07/21,17/07/22,Standard,$4999,yearly,,365,13.69589041,365
7996605,06/10/21,06/10/22,Standard,$6999,yearly,,365,19.17534247,365
7998163,08/05/21,08/05/22,Standard,$4999,yearly,,365,13.69589041,365
7999256,10/02/22,10/02/23,Standard,$6999,yearly,,365,19.17534247,365
8004413,19/03/22,18/06/22,Basic,$699,quarterly,,91,7.681318681,91
8005157,05/11/21,04/02/22,Standard,$2499,quarterly,,91,27.46153846,91
8005185,02/12/22,03/03/23,Basic,$1599,quarterly,,91,17.57142857,91
8006082,15/04/21,15/04/22,Standard,$4999,yearly,,365,13.69589041,365
8006899,27/10/21,26/01/22,Standard,$2499,quarterly,,91,27.46153846,91
8006930,28/04/21,28/04/22,Standard,$4999,yearly,,365,13.69589041,365
8008187,19/05/21,19/05/22,Standard,$4999,yearly,06/08/22,365,13.69589041,365
8008187,06/08/22,05/11/22,Basic,$1299,quarterly,07/08/22,91,14.27472527,0
8008187,07/08/22,07/08/23,Standard,$8999,yearly,19/08/22,365,24.65479452,11
8008187,19/08/22,18/11/22,Premium,$10499,quarterly,,91,115.3736264,91
8010700,27/04/21,27/04/22,Standard,$4999,yearly,,365,13.69589041,365
8012043,13/03/22,12/06/22,Basic,$699,quarterly,,91,7.681318681,91
8013861,02/06/22,07/06/23,Standard,$6999,yearly,,370,18.91621622,289
8015401,05/08/22,05/08/23,Basic,$3999,yearly,,365,10.95616438,225
8015901,04/02/22,06/05/22,Standard,$2499,quarterly,04/09/22,91,27.46153846,91
8015901,04/09/22,04/12/22,Basic,$1299,quarterly,26/11/22,91,14.27472527,82
8015901,26/11/22,25/02/23,Standard,$1599.5,quarterly,,91,17.57692308,91
8016352,11/07/22,10/10/22,Standard,$3499,quarterly,,91,38.45054945,91
8019247,29/11/21,29/11/22,Standard,$6999,yearly,,365,19.17534247,365
8020611,21/06/21,21/06/22,Standard,$4999,yearly,31/05/22,365,13.69589041,343
8020611,31/05/22,21/06/23,Standard,$6999,yearly,,386,18.13212435,291
8021924,25/04/21,25/04/22,Standard,$4999,yearly,13/08/22,365,13.69589041,365
8021924,13/08/22,13/08/23,Basic,$3999,yearly,,365,10.95616438,217
8024201,29/06/21,29/06/22,Standard,$4999,yearly,07/07/22,365,13.69589041,365
8024201,07/07/22,06/10/22,Premium,$10499,quarterly,05/11/22,91,115.3736264,91
8024201,05/11/22,05/11/23,Standard,$8999.25,yearly,,365,24.65547945,133
8026247,16/04/21,16/04/22,Standard,$4999,yearly,,365,13.69589041,365
8032923,28/06/21,28/06/22,Standard,$4999,yearly,,365,13.69589041,365
8032992,22/07/21,22/07/22,Standard,$4999,yearly,,365,13.69589041,365
8033828,24/04/22,24/04/23,Standard,$6999,yearly,,365,19.17534247,328
8033833,04/01/22,04/01/23,Basic,$1999,yearly,,365,5.476712329,365
8033835,16/04/21,16/04/22,Standard,$4999,yearly,16/04/22,365,13.69589041,364
8033835,16/04/22,16/04/23,Standard,$6999,yearly,,365,19.17534247,336
8035454,24/07/21,24/07/22,Standard,$4999,yearly,,365,13.69589041,365
8035824,24/08/21,24/08/22,Standard,$4999,yearly,26/08/22,365,13.69589041,365
8035824,26/08/22,26/08/23,Standard,$8999,yearly,,365,24.65479452,204
8037936,21/04/21,21/04/22,Standard,$4999,yearly,21/04/22,365,13.69589041,364
8037936,21/04/22,21/04/23,Standard,$6999,yearly,,365,19.17534247,331
